State	Zip	Utility_Provider
SC	29518	Other
SC	29015	Fairfield Electric Co-op
SC	29014	Duke Energy SC
SC	27501	Duke Energy NC
SC	29432	Other
SC	29349	Other
SC	29596	Pee Dee Electric Cooperative
SC	29840	Little River Electric Co-Op
SC	82938	Other
SC	29042	Other
SC	22182	Dominion Virginia Power
SC	29432	Coastal Electric Co-op
SC	29374	Other
SC	29466	Duke Energy SC
SC	29407	Palmetto Electric Cooperative
SC	29547	Progress Energy Carolinas
SC	29560	Progress Energy Carolinas
SC	29670	Aiken Electric Co-op
SC	29370	Laurens Electric Cooperative
SC	29980	Aiken Electric Co-op
SC	12524	Central Hudson Gas & Electric
SC	32909	Florida Power & Light
SC	29604	Duke Energy SC
SC	29175	Other
SC	29210	Other
SC	29150	South Carolina Electric & Gas Company
SC	78644	Bluebonnet Electric Cooperative
SC	29061	Santee Cooper
SC	29346	Duke Energy SC
SC	29945	Palmetto Electric
SC	33844	Duke Energy
SC	29515	Other
SC	29488	Palmetto Electric
SC	29580	Santee Cooper
SC	29607	Laurens Electric Cooperative
SC	29006	Berkeley Electric Cooperative
SC	29492	Other
SC	29471	South Carolina Electric & Gas Company
SC	29819	Aiken Electric Co-op
SC	29044	South Carolina Electric & Gas Company
SC	29673	Laurens Electric Cooperative SC
SC	29488	Berkeley Electric Cooperative
SC	29680	Laurens Electric Cooperative SC
SC	29039	South Carolina Electric & Gas Company
SC	33607	TECO
SC	29568	South Carolina Electric & Gas Company
SC	29053	Mid-Carolina Electric Coop
SC	29825	Santee Cooper
SC	29044	Santee Cooper
SC	29544	Duke Energy SC
SD	57701	West River Electric Association
SD	57793	Other
SD	57501	Montana-Dakota Utilities
SD	57719	West River Electric Association
SD	57703	West River Electric Association
SD	57718	Black Hills Power
SD	57368	Other
SD	57702	Montana-Dakota Utilities
SD	57702	Black Hills Power
SD	57042	Northwestern Energy
SD	57559	West River Electric Association
SD	57465	Northwestern Energy
SD	57106	Xcel Energy
SD	57217	East River Electric Cooperative
SD	57756	Other
SD	57738	Black Hills Power
SD	57381	Northwestern Energy
SD	57785	Black Hills Power
SD	57032	Xcel Energy
SD	57783	Black Hills Power
SD	57345	Northwestern Energy
SD	57052	Other
SD	57201	Other
SD	57103	Xcel Energy
SD	57301	Other
SD	57051	Otter Tail Power Company
SD	57053	Other
SD	57269	Other
SD	27248	Randolph Electric Membership Corp
SD	57078	Other
SD	57107	Xcel Energy
SD	29742	Duke Energy SC
SD	65010	Ameren
SD	57730	Other
SD	57701	Black Hills Power
SD	80731	Other
SD	57626	Other
SD	57201	Xcel Energy
TN	37331	Other
TN	37090	Other
TN	38012	Other
TN	38573	Cumberland Electric Membership Corporation
TN	37309	Volunteer Electric Cooperative
TN	37096	Other
TN	38506	Upper Cumberland Electric Membership Corporation (UCEMC)
TN	37692	Other
TN	38011	Other
TN	38017	Chickasaw Electric Co-Op
TN	37072	Nashville Electric Service
TN	37211	Nashville Electric Service
TN	37757	Other
TN	37818	Other
TN	38478	Tennessee Valley Authority
TN	37327	Sequachee Valley Electric Cooperative
TN	37722	Other
TN	37888	Knoxville Utilities Board
TN	37829	Other
TN	37040	Cumberland Electric Membership Corporation
TN	37921	Knoxville Utilities Board
TN	37871	Knoxville Utilities Board
TN	37323	Other
TN	37188	Cumberland Electric Membership Corporation
TN	37153	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37367	Sequachee Valley Electric Cooperative
TN	37803	Fort Loudoun Electric Cooperative
TN	37046	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	38229	Weakley County Municipal Electric System
TN	37160	Duck River EMC
TN	37329	Athens Utilities Board
TN	37381	Volunteer Electric Cooperative
TN	37777	Alcoa Electric Department
TN	38571	Volunteer Electric Cooperative
TN	37091	Duck River EMC
TN	37036	Dickson Electric System
TN	37025	Dickson Electric System
TN	37882	Alcoa Electric Department
TN	38329	Other
TN	37342	Duck River EMC
TN	37416	Electric Power Board
TN	37064	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	38111	Memphis Light Gas and Water
TN	37341	Volunteer Electric Cooperative
TN	38583	Other
TN	38134	Memphis Light Gas and Water
TN	38351	Other
TN	38372	Pickwick Electric Cooperative
TN	37687	Mountain Electric Co-Op
TN	37660	Kingsport Power (Appalachian Power)
TN	38555	Cumberland Electric Membership Corporation
TN	37379	Electric Power Board
TN	37932	Lenoir City Utilities Board
TN	37774	Lenoir City Utilities Board
TN	37825	Other
TN	37811	Other
TN	37397	Sequachee Valley Electric Cooperative
TN	37191	Cumberland Electric Membership Corporation
TN	38139	Memphis Light Gas and Water
TN	38117	Memphis Light Gas and Water
TN	38063	Forked Deer Electric
TN	38104	Memphis Light Gas and Water
TN	37924	Knoxville Utilities Board
TN	37042	Cumberland Electric Membership Corporation
TN	38556	Other
TN	38016	Memphis Light Gas and Water
TN	37801	Fort Loudoun Electric Cooperative
TN	38583	Volunteer Electric Cooperative
TN	38579	Other
TN	37042	Clarksville Department of Electricity
TN	37931	Knoxville Utilities Board
TN	37217	Nashville Electric Service
TN	37101	Other
TN	37027	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37849	Knoxville Utilities Board
TN	37766	Tennessee Valley Authority
TN	37604	Tennessee Valley Authority
TN	38225	Weakley County Municipal Electric System
TN	37876	Sevier County Electric System
TN	37912	Knoxville Utilities Board
TN	38118	Memphis Light Gas and Water
TN	37118	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37166	Other
TN	38369	Gibson Electric Membership Corporation
TN	37086	Nashville Electric Service
TN	38201	Other
TN	37852	Other
TN	37209	Nashville Electric Service
TN	38313	Tennessee Valley Authority
TN	37067	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37387	Sequachee Valley Electric Cooperative
TN	37312	Other
TN	37334	Other
TN	38474	Other
TN	37876	Knoxville Utilities Board
TN	37098	Dickson Electric System
TN	38485	Tennessee Valley Authority
TN	37301	Sequachee Valley Electric Cooperative
TN	38330	Gibson Electric Membership Corporation
TN	37185	Other
TN	37877	Other
TN	37079	Clarksville Department of Electricity
TN	37311	Other
TN	37411	Other
TN	37716	Clinton Utilities Board
TN	38023	Other
TN	37075	Nashville Electric Service
TN	38063	Other
TN	37055	Dickson Electric System
TN	38024	Forked Deer Electric
TN	38305	Jackson Energy Authority
TN	37421	Electric Power Board
TN	37664	Kingsport Power (Appalachian Power)
TN	37160	Dickson Electric System
TN	38572	Volunteer Electric Cooperative
TN	37076	Nashville Electric Service
TN	37167	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37725	Other
TN	37861	Other
TN	37920	Knoxville Utilities Board
TN	37620	Other
TN	37326	Other
TN	38257	Gibson Electric Membership Corporation
TN	37388	Duck River EMC
TN	38133	Memphis Light Gas and Water
TN	37058	Cumberland Electric Membership Corporation
TN	37711	Holston Electric Cooperative (HEC)
TN	37043	Clarksville Department of Electricity
TN	37129	Other
TN	37221	Tennessee Valley Authority
TN	37601	Other
TN	37615	Other
TN	37190	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37150	Other
TN	38115	Memphis Light Gas and Water
TN	37145	Upper Cumberland Electric Membership Corporation (UCEMC)
TN	38127	Memphis Light Gas and Water
TN	38568	Upper Cumberland Electric Membership Corporation (UCEMC)
TN	37760	Other
TN	37664	Other
TN	38002	Memphis Light Gas and Water
TN	37862	Sevier County Electric System
TN	37729	Other
TN	37385	Fort Loudoun Electric Cooperative
TN	38564	Cumberland Electric Membership Corporation
TN	38478	Other
TN	37766	Other
TN	37179	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37762	Jellico Electric and Water
TN	37146	Cumberland Electric Membership Corporation
TN	37221	Nashville Electric Service
TN	37082	Dickson Electric System
TN	37060	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	38388	Other
TN	37683	Mountain Electric Co-Op
TN	38483	Lawrenceburg Utility Department
TN	38587	Other
TN	38135	Memphis Light Gas and Water
TN	37062	Dickson Electric System
TN	37061	Other
TN	37341	Electric Power Board
TN	37398	Other
TN	38320	Tennessee Valley Authority
TN	37172	Other
TN	38344	Tennessee Valley Authority
TN	37311	Volunteer Electric Cooperative
TN	38569	Upper Cumberland Electric Membership Corporation (UCEMC)
TN	37343	Electric Power Board
TN	38242	Other
TN	37934	Lenoir City Utilities Board
TN	38343	Gibson Electric Membership Corporation
TN	37336	Volunteer Electric Cooperative
TN	38401	Columbia Power and Water Systems
TN	38305	Other
TN	37415	Electric Power Board
TN	37321	Other
TN	37186	Other
TN	37726	Other
TN	38320	Other
TN	37763	Other
TN	37115	Nashville Electric Service
TN	37745	Tennessee Valley Authority
TN	37051	Upper Cumberland Electric Membership Corporation (UCEMC)
TN	37918	Knoxville Utilities Board
TN	37310	Volunteer Electric Cooperative
TN	37681	Tennessee Valley Authority
TN	38375	Pickwick Electric Cooperative
TN	37865	Knoxville Utilities Board
TN	37398	Duck River EMC
TN	37876	Other
TN	38357	Pickwick Electric Cooperative
TN	38562	Upper Cumberland Electric Membership Corporation (UCEMC)
TN	37367	Other
TN	37138	Nashville Electric Service
TN	37726	Volunteer Electric Cooperative
TN	37891	Holston Electric Cooperative (HEC)
TN	37853	Other
TN	38201	Tennessee Valley Authority
TN	37840	Clinton Utilities Board
TN	37931	Lenoir City Utilities Board
TN	38017	Memphis Light Gas and Water
TN	38255	Weakley County Municipal Electric System
TN	37645	Kingsport Power (Appalachian Power)
TN	37643	Elizabethton Electric Department
TN	37135	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37357	Other
TN	38125	Memphis Light Gas and Water
TN	38332	Pickwick Electric Cooperative
TN	37857	Holston Electric Cooperative (HEC)
TN	37660	Other
TN	38469	Lawrenceburg Utility Department
TN	37804	Alcoa Electric Department
TN	38039	Tennessee Valley Authority
TN	37412	Electric Power Board
TN	37659	Other
TN	38555	Volunteer Electric Cooperative
TN	37742	Fort Loudoun Electric Cooperative
TN	37803	Alcoa Electric Department
TN	37616	Other
TN	38355	Gibson Electric Membership Corporation
TN	37174	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37205	Nashville Electric Service
TN	38315	Pickwick Electric Cooperative
TN	37098	Other
TN	37874	Other
TN	37110	Cumberland Electric Membership Corporation
TN	37922	Citizens Utilities Board
TN	38030	Tennessee Valley Authority
TN	37917	Knoxville Utilities Board
TN	37012	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	38237	Weakley County Municipal Electric System
TN	37128	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	38340	Other
TN	37052	Cumberland Electric Membership Corporation
TN	38453	Other
TN	38379	Pickwick Electric Cooperative
TN	37880	Volunteer Electric Cooperative
TN	37324	Duck River EMC
TN	37127	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	38401	Duck River EMC
TN	38547	Upper Cumberland Electric Membership Corporation (UCEMC)
TN	37303	Volunteer Electric Cooperative
TN	37122	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	38462	Other
TN	37037	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37922	Lenoir City Utilities Board
TN	37909	Knoxville Utilities Board
TN	38573	Upper Cumberland Electric Membership Corporation (UCEMC)
TN	38028	Chickasaw Electric Co-Op
TN	38571	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	38359	Tennessee Valley Authority
TN	37069	Nashville Electric Service
TN	37874	Fort Loudoun Electric Cooperative
TN	38109	Memphis Light Gas and Water
TN	37826	Athens Utilities Board
TN	37745	Other
TN	38015	Other
TN	37843	Tennessee Valley Authority
TN	38363	Tennessee Valley Authority
TN	38114	Memphis Light Gas and Water
TN	38464	Lawrenceburg Utility Department
TN	37617	Kingsport Power (Appalachian Power)
TN	37353	Volunteer Electric Cooperative
TN	37090	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37748	Other
TN	37312	Volunteer Electric Cooperative
TN	37641	Other
TN	38034	Forked Deer Electric
TN	37069	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37890	Holston Electric Cooperative (HEC)
TN	38504	Volunteer Electric Cooperative
TN	37083	Other
TN	37047	Duck River EMC
TN	37604	Other
TN	37365	Sequachee Valley Electric Cooperative
TN	37363	Electric Power Board
TN	37022	Other
TN	38344	Other
TN	37617	Other
TN	38053	Other
TN	37821	Other
TN	37388	Weakley County Municipal Electric System
TN	38341	Tennessee Valley Authority
TN	38024	Other
TN	37814	Other
TN	37764	Knoxville Utilities Board
TN	37932	Knoxville Utilities Board
TN	37731	Other
TN	37026	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	37013	Nashville Electric Service
TN	38367	Pickwick Electric Cooperative
TN	37601	Electric Power Board
TN	38585	Sequachee Valley Electric Cooperative
TN	37370	Volunteer Electric Cooperative
TN	37303	Athens Utilities Board
TN	72023	Other
TN	38452	Other
TN	37763	Volunteer Electric Cooperative
TN	37066	Other
TN	37658	Mountain Electric Co-Op
TN	37708	Other
TN	37353	Electric Power Board
TN	37419	Electric Power Board
TN	38225	Other
TN	37743	Jackson Energy Authority
TN	37727	Other
TN	37870	Other
TN	38222	Other
TN	38340	Pickwick Electric Cooperative
TN	37322	Volunteer Electric Cooperative
TN	37149	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	38079	Gibson Electric Membership Corporation
TN	37843	Other
TN	37772	Lenoir City Utilities Board
TN	38326	Pickwick Electric Cooperative
TN	37801	Alcoa Electric Department
TN	38108	Memphis Light Gas and Water
TN	37914	Knoxville Utilities Board
TN	37206	Nashville Electric Service
TN	37049	Cumberland Electric Membership Corporation
TN	27941	Dominion North Carolina Power
TN	37862	Other
TN	38109	Other
TN	37334	Electric Power Board
TN	37650	Other
TN	37620	Tennessee Valley Authority
TN	94509	Pacific Gas & Electric
TN	37846	Volunteer Electric Cooperative
TN	38618	Entergy
TN	39440	Other
TN	71403	SWEPCO
TN	38635	Other
TN	24271	Appalachian Power
TN	39701	Tennessee Valley Authority
TN	24259	Appalachian Power
TN	38545	Upper Cumberland Electric Membership Corporation (UCEMC)
TN	37185	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	23897	Dominion Virginia Power
TN	38011	Memphis Light Gas and Water
TN	38551	Upper Cumberland Electric Membership Corporation (UCEMC)
TN	39746	Other
TN	38821	Other
TN	39047	Entergy
TN	29621	Duke Energy SC
TN	28054	Duke Energy NC
TN	37738	Sevier County Electric System
TN	38333	Other
TN	85140	Other
TN	29163	Other
TN	39206	Entergy
TN	34491	SECO Energy
TN	27017	Surry-Yadkin EMC
TN	28146	Duke Energy NC
TN	28139	Duke Energy NC
TN	29018	Edisto Electric Cooperative
TN	29301	Duke Energy SC
TN	91360	Southern California Edison
TN	84653	Strawberry Electric Service District
TN	38310	Pickwick Electric Cooperative
TN	38053	Memphis Light Gas and Water
TN	23964	Mecklenburg Electric Cooperative
TN	70427	Entergy
TN	24136	Appalachian Power
TN	27597	Duke Energy NC
TN	29081	South Carolina Electric & Gas Company
TN	37087	Middle Tennessee Electric Membership Corporation (MTEMC)
TN	23634	Appalachian Power
TN	32909	Florida Power & Light
TN	29014	Duke Energy SC
TN	78610	Pedernales Electric Cooperative
TN	37890	Other
TN	7018	Other
TN	29625	Duke Energy SC
TX	75043	City of Garland
TX	75077	Coserv Electric
TX	78665	Discount Power
TX	75042	Garland Power and Light
TX	75044	City of Garland
TX	75189	Farmers Electrical Cooperative
TX	78574	Ambit Energy
TX	78526	Magic Valley
TX	75567	Southwestern Electric Power Company (SWEPCO)
TX	77478	Champion Energy Services
TX	75089	Stream Energy
TX	78935	San Bernard Electric Co-Op
TX	79382	South Plains Electric Cooperative
TX	77477	TXU Energy
TX	78572	Ambit Energy
TX	76862	Central Texas Electric Co-Op
TX	79927	El Paso Electric
TX	78572	Other
TX	77013	Reliant Energy
TX	75041	City of Garland
TX	79602	Green Mountain Energy
TX	78744	Austin Energy
TX	77803	Bryan Texas Utilities
TX	77433	Amigo Energy
TX	75686	Upshur Rural Electric Co-Op
TX	78046	Stream Energy
TX	78664	TXU Energy
TX	78660	4Change Energy
TX	78586	Green Mountain Energy
TX	75156	TXU Energy
TX	78045	Amigo Energy
TX	75766	Cherokee County Electric Cooperative (CCECA)
TX	77060	Reliant Energy
TX	78504	Ambit Energy
TX	77449	American Electric Power
TX	78251	CPS Energy
TX	78249	CPS Energy
TX	75633	Panola-Harrison Electric Cooperative
TX	76247	Coserv Electric
TX	76107	Stream Energy
TX	79252	Cirro Energy
TX	76443	American Electric Power
TX	77340	Sam Houston Electric
TX	79924	El Paso Electric
TX	79912	El Paso Electric
TX	78660	Austin Energy
TX	79938	El Paso Electric
TX	78521	Brownsville Public Utilities Board
TX	77087	Just Energy
TX	76234	Wise Electric Co-Op
TX	77498	Stream Energy
TX	78577	Just Energy
TX	78574	Stream Energy
TX	77072	First Choice Power
TX	78643	Central Texas Electric Co-Op
TX	78572	Champion Energy Services
TX	78218	CPS Energy
TX	77479	Tara Energy
TX	79762	Direct Energy
TX	76437	WTU Retail Energy
TX	79544	TXU Energy
TX	77041	TXU Energy
TX	78572	TXU Energy
TX	75081	Stream Energy
TX	77041	CenterPoint Energy
TX	76017	Green Mountain Energy
TX	75657	Upshur Rural Electric Co-Op
TX	79928	El Paso Electric
TX	78357	Amigo Energy
TX	76302	Reliant Energy
TX	75089	Reliant Energy
TX	75211	Reliant Energy
TX	78504	Green Mountain Energy
TX	77028	Ambit Energy
TX	78656	Bluebonnet Electric Cooperative
TX	77065	Reliant Energy
TX	75069	Reliant Energy
TX	78557	Magic Valley
TX	78542	Magic Valley
TX	75233	Entrust Energy
TX	78569	TXU Energy
TX	78577	TXU Energy
TX	78584	Green Mountain Energy
TX	79936	El Paso Electric
TX	78254	CPS Energy
TX	79838	El Paso Electric
TX	77085	Green Mountain Energy
TX	75119	Navarro County Electric Cooperative
TX	78501	American Electric Power
TX	77662	Entergy
TX	76225	TXU Energy
TX	75165	Stream Energy
TX	77640	CenterPoint Energy
TX	78721	Austin Energy
TX	75977	Deep East Texas Electric Coop
TX	78045	CPS Energy
TX	78204	CPS Energy
TX	77535	Entergy
TX	78228	CPS Energy
TX	76936	TXU Energy
TX	77657	Entergy
TX	75605	Southwestern Electric Power Company (SWEPCO)
TX	78046	Green Mountain Energy
TX	77871	Navasota Valley Electric Cooperative
TX	79103	Other
TX	79853	El Paso Electric
TX	79907	El Paso Electric
TX	77433	CenterPoint Energy
TX	77036	TXU Energy
TX	73960	Oklahoma Gas & Electric
TX	75094	Ambit Energy
TX	79104	Other
TX	77044	Reliant Energy
TX	76103	Direct Energy
TX	78537	Other
TX	79057	Other
TX	78613	Pedernales Electric Cooperative
TX	77092	Reliant Energy
TX	77087	Champion Energy Services
TX	78550	Ambit Energy
TX	76110	Other
TX	75093	Reliant Energy
TX	78520	Brownsville Public Utilities Board
TX	77301	Entergy
TX	75758	Trinity Valley Electric Cooperative
TX	77040	CenterPoint Energy
TX	75067	Direct Energy
TX	77632	Jasper-Newton Electric Cooperative
TX	78576	Green Mountain Energy
TX	77848	San Bernard Electric Co-Op
TX	77087	Ambit Energy
TX	75835	TXU Energy
TX	76063	Stream Energy
TX	77845	Bryan Texas Utilities
TX	78521	Reliant Energy
TX	75409	Other
TX	77015	Ambit Energy
TX	77479	CenterPoint Energy
TX	79925	El Paso Electric
TX	77506	TXU Energy
TX	78633	Pedernales Electric Cooperative
TX	76226	Denton Municipal Electric
TX	78238	CPS Energy
TX	75249	TXU Energy
TX	78852	Green Mountain Energy
TX	77369	Sam Houston Electric
TX	78957	Bluebonnet Electric Cooperative
TX	77039	Reliant Energy
TX	78245	Stream Energy
TX	75041	Garland Power and Light
TX	76255	Cherokee County Electric Cooperative (CCECA)
TX	75060	Direct Energy
TX	78582	TXU Energy
TX	78572	Cirro Energy
TX	77316	Mid-South Synergy
TX	75496	Direct Energy
TX	78046	TXU Energy
TX	78045	Ambit Energy
TX	76226	Coserv Electric
TX	78063	Bandera Electric Cooperative
TX	78666	Pedernales Electric Cooperative
TX	78045	TXU Energy
TX	77365	Entergy
TX	75973	Deep East Texas Electric Coop
TX	75035	TXU Energy
TX	75040	City of Garland
TX	79835	El Paso Electric
TX	77042	Ambit Energy
TX	77090	Tri Eagle Energy
TX	77530	Reliant Energy
TX	78043	Stream Energy
TX	75040	Garland Power and Light
TX	78572	Eagle Energy
TX	75223	Direct Energy
TX	77373	Direct Energy
TX	75228	Reliant Energy
TX	77064	Ambit Energy
TX	76106	Reliant Energy
TX	79601	Just Energy
TX	78801	CPS Energy
TX	77084	TXU Energy
TX	75651	Upshur Rural Electric Co-Op
TX	76248	TXU Energy
TX	78076	Ambit Energy
TX	78130	Guadalupe Valley Electric Cooperative
TX	78526	Brownsville Public Utilities Board
TX	75043	Garland Power and Light
TX	77346	Ambit Energy
TX	78852	Other
TX	75472	Farmers Electrical Cooperative
TX	76111	Ambit Energy
TX	78504	XOOM Energy
TX	79705	TXU Energy
TX	76028	TXU Energy
TX	78501	Ambit Energy
TX	79423	American Light & Power
TX	78221	AP Gas and Electric
TX	79521	TXU Energy
TX	75061	TXU Energy
TX	75124	Reliant Energy
TX	76014	Green Mountain Energy
TX	76210	TXU Energy
TX	77627	Entergy
TX	77084	Ambit Energy
TX	78741	Austin Energy
TX	77073	TXU Energy
TX	76013	Direct Energy
TX	78754	Austin Energy
TX	78521	Magic Valley
TX	77518	TXU Energy
TX	77713	Entergy
TX	77075	TXU Energy
TX	78244	CPS Energy
TX	75042	City of Garland
TX	75044	Garland Power and Light
TX	78577	Reliant Energy
TX	78574	TXU Energy
TX	78852	Ambit Energy
TX	78633	American Electric Power
TX	78227	CPS Energy
TX	78753	City of Austin Utilities
TX	78566	Green Mountain Energy
TX	77015	CenterPoint Energy
TX	75956	Jasper-Newton Electric Cooperative
TX	78016	Medina Electric Cooperative
TX	77075	Reliant Energy
TX	78617	Bluebonnet Electric Cooperative
TX	78704	Austin Energy
TX	78242	CPS Energy
TX	77037	CenterPoint Energy
TX	78250	CPS Energy
TX	75860	Direct Energy
TX	78641	Pedernales Electric Cooperative
TX	77055	Reliant Energy
TX	77705	Ambit Energy
TX	78723	Austin Energy
TX	76137	Just Energy
TX	76010	Oncor Electric (Formerly TXU)
TX	79108	Other
TX	77701	Entergy
TX	78045	Green Mountain Energy
TX	77868	Entergy
TX	75149	TXU Energy
TX	75034	Coserv Electric
TX	79928	Other
TX	76112	Cirro Energy
TX	75706	TXU Energy
TX	77099	Direct Energy
TX	75074	TXU Energy
TX	77511	Just Energy
TX	77070	Other
TX	77479	Frontier Utilities
TX	76574	TXU Energy
TX	75043	XOOM Energy
TX	77515	TXU Energy
TX	77503	Amigo Energy
TX	77339	Entergy
TX	77304	Mid-South Synergy
TX	76001	Summer Energy
TX	77082	Stream Energy
TX	76309	Other
TX	77450	CenterPoint Energy
TX	75052	Amigo Energy
TX	78582	Other
TX	77351	Sam Houston Electric
TX	78045	CenterPoint Energy
TX	78572	Stream Energy
TX	77657	CenterPoint Energy
TX	76065	Tri Eagle Energy
TX	76504	Green Mountain Energy
TX	76501	TXU Energy
TX	75089	TXU Energy
TX	75650	Southwestern Electric Power Company (SWEPCO)
TX	78521	Other
TX	77089	Ambit Energy
TX	75964	Oncor Electric (Formerly TXU)
TX	75961	Deep East Texas Electric Coop
TX	77396	TXU Energy
TX	78552	Reliant Energy
TX	77365	Reliant Energy
TX	77831	Mid-South Synergy
TX	78124	Guadalupe Valley Electric Cooperative
TX	78950	San Bernard Electric Co-Op
TX	77373	First Choice Power
TX	77014	CenterPoint Energy
TX	78503	Green Mountain Energy
TX	76115	Amigo Energy
TX	77082	Reliant Energy
TX	77089	Reliant Energy
TX	77008	Green Mountain Energy
TX	77479	Ambit Energy
TX	75056	Ambit Energy
TX	75949	Direct Energy
TX	77459	Reliant Energy
TX	75766	Reliant Energy
TX	75428	TXU Energy
TX	77025	Summer Energy
TX	78577	Ambit Energy
TX	77331	Sam Houston Electric
TX	75757	Cherokee County Electric Cooperative (CCECA)
TX	76306	Other
TX	75223	TXU Energy
TX	75228	Cirro Energy
TX	77429	TXU Energy
TX	75938	Sam Houston Electric
TX	79601	Taylor Electric Co-Op
TX	78043	Ambit Energy
TX	75032	Spark Energy
TX	76679	Navarro County Electric Cooperative
TX	78736	Austin Energy
TX	78216	CPS Energy
TX	78516	Green Mountain Energy
TX	76043	Texas -New Mexico Power Co.
TX	76177	TXU Energy
TX	78560	Ambit Energy
TX	76131	TXU Energy
TX	79752	Just Energy
TX	77447	TXU Energy
TX	75092	TXU Energy
TX	79106	Other
TX	78642	Georgetown Utility Services (GUS)
TX	75052	Direct Energy
TX	79036	Other
TX	78537	Magic Valley
TX	78653	Bluebonnet Electric Cooperative
TX	78954	Fayette Electric Cooperative
TX	78112	CPS Energy
TX	78208	CPS Energy
TX	76020	Veteran Energy
TX	75234	Other
TX	75052	Reliant Energy
TX	75471	Farmers Electrical Cooperative
TX	79761	Green Mountain Energy
TX	76106	Other
TX	78640	Pedernales Electric Cooperative
TX	77041	Gexa Energy
TX	77083	Just Energy
TX	75043	City of Sunset
TX	77045	Reliant Energy
TX	77072	Ambit Energy
TX	78541	Champion Energy Services
TX	78557	Spark Energy
TX	78621	Bluebonnet Electric Cooperative
TX	77049	Reliant Energy
TX	75501	Bowie Cass Electric Co-op
TX	75227	TXU Energy
TX	79849	El Paso Electric
TX	78520	TXU Energy
TX	78410	Green Mountain Energy
TX	78852	Reliant Energy
TX	79019	Other
TX	77449	Green Mountain Energy
TX	79763	TXU Energy
TX	77423	San Bernard Electric Co-Op
TX	78045	American Electric Power
TX	78501	Just Energy
TX	77659	Entergy
TX	75227	Reliant Energy
TX	75090	Direct Energy
TX	79087	Other
TX	78408	Reliant Energy
TX	77449	Champion Energy Services
TX	75948	Deep East Texas Electric Coop
TX	78573	Reliant Energy
TX	78572	Frontier Utilities
TX	77355	Just Energy
TX	79904	El Paso Electric
TX	76443	Reliant Energy
TX	76484	United Cooperative Services
TX	77706	Entergy
TX	78596	Tri Eagle Energy
TX	77354	Other
TX	75155	Navarro County Electric Cooperative
TX	76624	TXU Energy
TX	77074	Reliant Energy
TX	79530	TXU Energy
TX	78566	Magic Valley
TX	76543	TXU Energy
TX	75217	Ambit Energy
TX	78040	Just Energy
TX	79915	El Paso Electric
TX	79905	El Paso Electric
TX	78758	City of Austin Utilities
TX	75110	Navarro County Electric Cooperative
TX	78408	First Choice Power
TX	78840	TXU Energy
TX	78213	CPS Energy
TX	78212	CPS Energy
TX	75217	Central Texas Electric Co-Op
TX	77070	CenterPoint Energy
TX	78207	AP Gas and Electric
TX	78046	Other
TX	75159	Ambit Energy
TX	75241	Just Energy
TX	77017	Green Mountain Energy
TX	77619	Other
TX	75495	Other
TX	76049	Other
TX	79248	TXU Energy
TX	75048	TXU Energy
TX	75241	TXU Energy
TX	76539	Hamilton County Electric Cooperative
TX	78230	CPS Energy
TX	75219	TXU Energy
TX	78045	Gexa Energy
TX	78617	Austin Energy
TX	75154	Direct Energy
TX	75217	Reliant Energy
TX	78577	Magic Valley
TX	76053	TXU Energy
TX	78247	CPS Energy
TX	78009	Medina Electric Cooperative
TX	78840	Ambit Energy
TX	76179	Ambit Energy
TX	78503	Other
TX	75751	Trinity Valley Electric Cooperative
TX	75160	Reliant Energy
TX	77073	Reliant Energy
TX	78002	CPS Energy
TX	77642	Entergy
TX	75750	Rusk County Electric Cooperative
TX	77640	Entergy
TX	75217	Energy Plus Company
TX	78501	Reliant Energy
TX	78046	Cirro Energy
TX	77373	TXU Energy
TX	77077	Gexa Energy
TX	76105	Entrust Energy
TX	77035	Ambit Energy
TX	77449	Reliant Energy
TX	76063	Green Mountain Energy
TX	77707	Entergy
TX	75208	Cirro Energy
TX	78573	Magic Valley
TX	77045	Stream Energy
TX	79366	South Plains Electric Cooperative
TX	77542	Other
TX	96078	Other
TX	78758	Austin Energy
